name1,name2,is_match,cosine_sim,sbert_sim,jaro_sim,levenshtein,first_letter_match,len_diff,soundex_match,metaphone_match,token_set_ratio,lcs,jaccard,ngram_overlap,predicted_match
saleem mohammad,mohmmad saleem,1,0.720081868,0.662539,0.553968254,13,0,1,0,0,0.97,6,0.333333333,0.388888889,1
husain mohsin,mohsin hussain,1,0.840241882,0.53936136,0.778388278,8,0,1,0,0,0.96,6,0.333333333,0.533333333,1
farooqi mohammad,muhammad farooq,1,0.617485829,0.86243904,0.539484127,15,0,1,0,0,0.9,6,0,0.421052632,1
ahmad qamar,qumar ahmad,1,0.506405109,0.8030582,0.53030303,6,0,0,0,0,0.91,5,0.333333333,0.285714286,1
chakravarty rohit,r p chakravarty,1,0.795026684,0.7944026,0.668627451,10,0,2,0,0,0.85,11,0.25,0.473684211,1
rashid,rashad,1,0.396538185,0.4089307,0.933333333,1,1,0,1,1,0.83,4,0,0.333333333,1
mishra soubhagya,saubhagya mishra,1,0.72796364,0.8665641,0.694444444,14,0,0,0,0,0.94,7,0.333333333,0.473684211,1
saran vishni,vishnu saran,1,0.647151311,0.5811539,0.555555556,10,0,0,0,0,0.92,5,0.333333333,0.428571429,1
gupta praveena miss,praveen gupta,1,0.76096532,0.84045196,0.740890688,12,0,6,0,0,0.81,7,0.25,0.4,1
fareed rehan,fareed ur rehman,1,0.720266324,0.695086,0.95,4,1,4,1,0,0.86,7,0.25,0.411764706,1
sharma charu,r c sharma,1,0.616334194,0.73293376,0.735185185,8,0,2,0,0,0.82,6,0.25,0.307692308,1
mehrotra aseem,aseem mahrotra,1,0.747589176,0.8245045,0.676190476,13,0,0,0,0,0.93,6,0.333333333,0.411764706,1
ahamed faim,fahim ahmed,1,0.349234196,0.37245515,0.641414141,8,0,0,0,0,0.91,3,0,0.058823529,1
chaudhary geeta km,g k chaudhary,1,0.652543842,0.69741607,0.608262108,13,0,5,0,0,0.84,9,0.2,0.35,1
agarwal rati km,r k agarwal,1,0.693148077,0.72355497,0.657912458,12,0,4,0,0,0.85,7,0.2,0.294117647,1
pandey gagon,g n pandey,1,0.55698028,0.60567117,0.655555556,10,0,2,0,0,0.82,6,0.25,0.285714286,1
nigam raj pal,r p nigam,1,0.754585205,0.7068959,0.542735043,11,0,4,0,0,0.82,5,0.2,0.2,1
setiya taniya,tania setia,1,0.45399558,0.638233,0.697552448,8,0,2,0,0,0.92,4,0,0.266666667,1
ahmad imran,imraan ahmed,1,0.52910754,0.81554204,0.644660895,10,0,1,0,0,0.87,4,0,0.1875,1
rahman asif,a rahman,1,0.654307629,0.85746026,0.694264069,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
singh hari,r h singh,1,0.692784407,0.6580771,0.683068783,9,0,1,0,0,0.84,5,0.25,0.25,1
chaursia rajendra kumar,rajendra chaurasia,1,0.672601879,0.8247971,0.797906602,16,0,5,0,0,0.83,9,0.25,0.423076923,1
khan shah alam,s alam khan,1,0.824180641,0.82546324,0.616883117,10,0,3,0,0,0.9,5,0.5,0.3125,1
deep akash,aakash deep,1,0.725460472,0.66989684,0.548484848,10,0,1,0,0,0.95,5,0.333333333,0.416666667,1
kaushik ankit,a k kaushik,1,0.720243961,0.78520346,0.759440559,10,0,2,0,0,0.83,7,0.25,0.333333333,1
choudhary ruchita,ruchita chaudhary,1,0.818252256,0.86142725,0.692810458,14,0,0,0,0,0.94,7,0.333333333,0.428571429,1
rishi vivek kumar,vivek k rishi,1,0.906561595,0.779183,0.652488688,12,0,4,0,0,0.92,7,0.5,0.444444444,1
mohd salam,mohd salim,1,0.613219647,0.72626054,0.96,1,1,0,1,1,0.9,8,0.333333333,0.6,1
chaudhary ashish kumar,aashish chaudhary,1,0.774920013,0.6005542,0.767379679,15,0,5,0,0,0.82,9,0.25,0.52173913,1
deb ashok kumar,ashoke kumar,1,0.547588915,0.84907854,0.85,5,0,3,0,0,0.89,6,0.25,0.4375,1
bhardwaj ritu km,r k bhardwaj,1,0.746935561,0.757697,0.652777778,12,0,4,0,0,0.86,8,0.2,0.333333333,1
sharma sadhana miss,sadhna sharma,1,0.582876932,0.81090695,0.812955466,12,1,6,0,0,0.81,6,0.25,0.4,1
husain muzammil,s muzammil hussain,1,0.873036387,0.5604553,0.709116809,13,0,3,0,0,0.91,9,0.25,0.526315789,1
siddiqi zeba km,zeba siddiqui,1,0.686076578,0.75739,0.591239316,14,0,2,0,0,0.86,6,0.25,0.411764706,1
mishra rishi,r s mishra,1,0.724926636,0.7283759,0.772222222,8,0,2,0,0,0.82,6,0.25,0.307692308,1
ahmad haseeb,haseeb ahemad,1,0.738682962,0.535282,0.635683761,10,0,1,0,0,0.96,6,0.333333333,0.3125,1
rastogi sonal ku,s k rastogi,1,0.753153767,0.7562486,0.645412458,13,0,5,0,0,0.81,7,0.2,0.277777778,1
tiwari sudhanshu,shudhanshu tiwari,1,0.825624521,0.76260054,0.651960784,15,0,1,0,0,0.97,8,0.333333333,0.555555556,1
agrawal shipra,sipra agrawal,1,0.714734156,0.7505903,0.694505495,12,0,1,0,0,0.96,7,0.333333333,0.4375,1
mishra aakanksha,mishara akanksha,1,0.704943633,0.63449013,0.975,2,1,0,1,0,0.94,8,0,0.588235294,1
shekeel ahmad,shakeel ahemad,1,0.443251097,0.3190831,0.96043956,2,1,1,1,0,0.89,7,0,0.352941176,1
alfia siddiqui,l a siddiqui,1,0.691131749,0.5988585,0.749278499,3,0,2,0,0,0.85,10,0.25,0.571428571,1
verma neha km,n k verma,1,0.591576242,0.7432337,0.542735043,11,0,4,0,0,0.82,5,0.2,0.2,1
rastogi shashank,shashank rastogy,1,0.750459303,0.88917726,0.5,12,0,0,0,0,0.94,8,0.333333333,0.529411765,1
garg sandeep kumars,sandeep k garg,1,0.785914718,0.71900624,0.717081164,8,0,5,0,0,0.92,9,0.5,0.45,1
pandey kunal,n k pandey,1,0.657460208,0.58663046,0.735185185,10,0,2,0,0,0.82,6,0.25,0.285714286,1
tripathi suchi km,s k tripathi,1,0.687937083,0.6506608,0.611655773,13,0,5,0,0,0.83,8,0.2,0.333333333,1
srivastava neha km,n k srivastava,1,0.737767231,0.78392637,0.647426647,12,0,4,0,0,0.88,10,0.2,0.4,1
chaudhary pooja km,p k chaudhary,1,0.623172375,0.7264178,0.608262108,13,0,5,0,0,0.84,9,0.2,0.35,1
srivastava vartika km,varitika srivastava,1,0.731306339,0.80406976,0.744557472,16,0,2,0,0,0.9,10,0.25,0.5,1
srivastava priti,r p srivastava,1,0.78523158,0.8369891,0.73015873,10,0,2,0,0,0.87,10,0.25,0.444444444,1
verma naveen kumar,naveen kumar varma,1,0.760744838,0.82705903,0.780092593,12,0,0,0,0,0.94,12,0.5,0.523809524,1
choudhary nupur,r n choudhary,1,0.675223322,0.708032,0.645299145,10,0,2,0,0,0.86,9,0.25,0.411764706,1
jaiswal ritu km,r k jaiswal,1,0.670418839,0.77076787,0.586868687,12,0,4,0,0,0.85,7,0.2,0.294117647,1
gupta sadhna km,sadhna gupta,1,0.912746617,0.76885384,0.608333333,11,0,3,0,0,1,7,0.666666667,0.533333333,1
gupta shyam baboo,shyam babu gupta,1,0.71807688,0.87625885,0.626671123,13,0,1,0,0,0.91,9,0.5,0.526315789,1
tripathi swati km,s m k tripathi,1,0.704884252,0.6498071,0.575941488,14,0,3,0,0,0.84,8,0.166666667,0.285714286,1
singh gir raj,r g singh,1,0.574179983,0.6561072,0.629222629,10,0,4,0,0,0.82,5,0.2,0.2,1
arya shubhankit,subhankit arya,1,0.824550483,0.65326303,0.688167388,11,0,1,0,0,0.97,8,0.333333333,0.470588235,1
chaudhry priya km,p k chaudhry,1,0.743192841,0.7329309,0.611655773,13,0,5,0,0,0.83,8,0.2,0.315789474,1
parul chaudhary,r p chaudhry,1,0.431871765,0.6625166,0.792424242,5,0,3,0,0,0.81,7,0,0.277777778,1
jaiswal preeti km,preete jaiswal,1,0.706233477,0.8076567,0.600840336,16,0,3,0,0,0.84,7,0.25,0.421052632,1
malik anu km,a k malik,1,0.690041556,0.78147507,0.726851852,8,0,3,0,0,0.86,5,0.2,0.214285714,1
nisha maurya,s n maurya,1,0.795310467,0.715597,0.735185185,4,0,2,0,0,0.82,7,0.25,0.384615385,1
srivastava lini,n l srivastva,1,0.467314319,0.80786693,0.727065527,10,0,2,0,0,0.86,7,0,0.263157895,1
prajapati rajat kumar,r k prajapati,1,0.776898903,0.7502569,0.668775669,15,0,8,0,0,0.82,9,0.2,0.333333333,1
p avinash,avinash kumar patel,1,0.701725419,0.5204717,0.60331384,14,0,10,0,0,0.88,7,0.25,0.263157895,1
patel ankaj kumar,k patel,1,0.592577423,0.7693407,0.570028011,14,0,10,0,0,0.83,5,0.25,0.176470588,1
kaushik raj miss,r kaushik,1,0.758203142,0.6737052,0.62962963,11,0,7,0,0,0.88,7,0.25,0.3125,1
singh tej bir,b t singh,1,0.462069263,0.71953607,0.629222629,11,0,4,0,0,0.82,5,0.2,0.2,1
rizvi sofiya,s rizvi,1,0.651816637,0.7413402,0.619047619,9,0,5,0,0,0.83,5,0.333333333,0.25,1
madhuri km,t k madhuri,1,0.808965103,0.7376778,0.675757576,7,0,1,0,0,0.86,7,0.25,0.416666667,1
srivastava ritu km,r k srivastava,1,0.738237359,0.8019315,0.702380952,12,0,4,0,0,0.88,10,0.2,0.4,1
pandey siddharth kumar,sidharth pandey,1,0.765738219,0.7470794,0.738383838,14,0,7,0,0,0.81,7,0.25,0.434782609,1
sharma nagendra,nagendra shrma,1,0.735391139,0.71722496,0.512698413,12,0,1,0,0,0.97,8,0.333333333,0.388888889,1
hussain akhtar,akhtar husain,1,0.82877126,0.6824055,0.667277167,12,0,1,0,0,0.96,6,0.333333333,0.4375,1
shah farhan azfar,sah ferhan azfer,1,0.34953566,0.5586972,0.802415966,3,1,1,1,0,0.85,8,0,0.421052632,1
pandey arpit,a p pandey,1,0.570454264,0.7118434,0.735185185,10,0,2,0,0,0.82,6,0.25,0.285714286,1
devi prasad,d prasad,1,0.684942698,0.75578505,0.918181818,3,1,3,0,0,0.86,7,0.333333333,0.5,1
rahaman habibur,habibur rahman,1,0.832549319,0.6112216,0.636507937,12,0,1,0,0,0.97,7,0.333333333,0.388888889,1
gahlaut pramod kumar singh,p k singh gahlaut,1,0.815724259,0.8501005,0.538530097,23,0,9,0,0,0.87,7,0.333333333,0.3,1
nag ram kumar,r n kumar,1,0.487503215,0.7111966,0.786324786,6,0,4,0,0,0.82,6,0.2,0.285714286,1
singh vineeta km,vineeta singh,1,0.912231628,0.7276318,0.631410256,11,0,3,0,0,1,8,0.666666667,0.5625,1
prasad komal,k prasad,1,0.600638204,0.8488788,0.676587302,8,0,4,0,0,0.86,6,0.333333333,0.333333333,1
rai shweta,sweta rai,1,0.662057551,0.6721916,0.531481481,9,0,1,0,0,0.95,4,0.333333333,0.25,1
agarwal neha km,n k agarwal,1,0.640932125,0.79771006,0.586868687,12,0,4,0,0,0.85,7,0.2,0.294117647,1
mittal shakshi km,sakshi mittal,1,0.730666713,0.7707186,0.679555738,14,0,4,0,0,0.87,6,0.25,0.444444444,1
tiwari versha,varsha tiwari,1,0.695914587,0.714959,0.52991453,12,0,0,0,0,0.92,6,0.333333333,0.375,1
jaiswal swati,s jaiswal,1,0.782013122,0.7838812,0.668091168,8,0,4,0,0,0.88,7,0.333333333,0.416666667,1
agrawal anupama km,anupam agrawal,1,0.842657746,0.80823004,0.804761905,12,1,4,0,0,0.88,7,0.25,0.473684211,1
banbari lal,banvari lal,1,0.441519028,0.83662057,0.957575758,1,1,0,1,0,0.91,7,0.333333333,0.5,1
mangal brij kishore,brij kishor mangal,1,0.908137088,0.8820882,0.599415205,14,0,1,0,0,0.97,11,0.5,0.65,1
choudhary somya,c s choudhary,1,0.665623437,0.66716903,0.678632479,10,1,2,0,0,0.82,9,0.25,0.411764706,1
chauhan nisha,n s chauhan,1,0.760038107,0.69192964,0.614219114,10,0,2,0,0,0.83,7,0.25,0.333333333,1
singh sham,shyam singh,1,0.574379935,0.6099316,0.651515152,8,1,1,0,0,0.95,5,0.333333333,0.214285714,1
kulshrestha smita,v s kulshrestha,1,0.838500281,0.7205654,0.668627451,10,0,2,0,0,0.85,11,0.25,0.473684211,1
singh jai dev,j d singh,1,0.539006125,0.70683026,0.542735043,11,0,4,0,0,0.82,5,0.2,0.2,1
jain keya parashar,keya p jain,1,0.766690872,0.8357411,0.749158249,11,0,7,0,0,0.9,6,0.5,0.315789474,1
singh madho,madhu singh,1,0.602933844,0.92201114,0.515151515,10,0,0,0,0,0.91,5,0.333333333,0.384615385,1
mittal saroj miss,s mittal,1,0.669414225,0.5051743,0.656862745,13,0,9,0,0,0.86,6,0.25,0.3125,1
khare vinod kumar,v khare,1,0.598162591,0.5662813,0.661064426,13,0,10,0,0,0.83,5,0.25,0.176470588,1
srivastava anubha,anubhav srivastav,1,0.792294221,0.85422415,0.522058824,16,0,0,0,0,0.94,9,0,0.578947368,1
agrawal archna km,archana agrawal,1,0.731273458,0.79600656,0.635729847,12,1,2,0,0,0.88,7,0.25,0.4,1
srivastava madhu km,madhu srivastav,1,0.828203391,0.8053025,0.619245082,16,0,4,0,0,0.88,9,0.25,0.578947368,1
srivastava puneet kumar,puneet srivastav,1,0.86876684,0.8677253,0.618357488,19,0,7,0,0,0.82,9,0.25,0.52173913,1
mansi sharma,m s sharma,1,0.576883742,0.733621,0.795,3,1,2,0,0,0.82,7,0.25,0.384615385,1
dixit anoop kumar,anoop dixit,1,0.948422591,0.6479579,0.73083779,11,0,6,0,0,1,6,0.666666667,0.411764706,1
chahar yatendra singh,yatendera chahar,1,0.741705939,0.7205428,0.704365079,14,0,5,0,0,0.81,6,0.25,0.375,1
khan najam,nijam khan,1,0.473541504,0.90568817,0.533333333,8,0,0,0,0,0.9,4,0.333333333,0.230769231,1
kushwaha brij lal,b l kushwaha,1,0.69465644,0.73730236,0.611655773,13,0,5,0,0,0.83,8,0.2,0.315789474,1
agarwal snanjay,sanjay agarwal,1,0.73693222,0.64158803,0.553968254,10,0,1,0,0,0.97,7,0.333333333,0.470588235,1
swati choudhary,g s choudhary,1,0.736319845,0.58840454,0.82952603,5,0,2,0,0,0.82,10,0.25,0.5,1
chandra tara,t chandra,1,0.723784335,0.7842938,0.787037037,7,0,3,0,0,0.88,7,0.333333333,0.416666667,1
gupta hari shanker,hari shankar gupta,1,0.757639145,0.7774899,0.660968661,13,0,0,0,0,0.94,10,0.5,0.523809524,1
nath kshitiz,kshitij nath,1,0.642635888,0.8929738,0.685185185,11,0,0,0,0,0.92,6,0.333333333,0.428571429,1
ahmad maqbool,maqubool ahmed,1,0.490806385,0.83466357,0.661172161,13,0,1,0,0,0.89,4,0,0.210526316,1
choudhary sankit,t s choudhary,1,0.704746795,0.71637976,0.631410256,11,0,3,0,0,0.83,9,0.25,0.388888889,1
bhandari ram nath,n r bhandari,1,0.732980434,0.72099215,0.733363042,13,0,5,0,0,0.83,8,0.2,0.315789474,1
bajpai shikhar,shikher bajpai,1,0.812314466,0.8115705,0.507936508,13,0,0,0,0,0.93,6,0.333333333,0.411764706,1
kalain chain km,chain kolain,1,0.672621116,0.41668376,0.672222222,9,0,3,0,0,0.81,7,0.25,0.428571429,1
suraj chaudhari,r s chaudhari,1,0.748778476,0.74602556,0.768803419,4,0,2,0,0,0.82,10,0.25,0.5,1
mukerji sukumar,m sukumar,1,0.581725407,0.82059526,0.746666667,6,1,6,0,0,0.88,8,0.333333333,0.428571429,1
pant rajeshwari,k p rajeshwari,1,0.803848447,0.6946274,0.746825397,4,0,1,0,0,0.83,11,0.25,0.5625,1
chatterjee pooja,s p chatterjee,1,0.738863953,0.7352394,0.703192641,10,0,2,0,0,0.83,10,0.25,0.444444444,1
pal rajendra,o p rajendra,1,0.77738394,0.7696583,0.822222222,3,0,0,0,0,0.83,9,0.25,0.538461538,1
prit choudhary,p k choudhary,1,0.77101701,0.7353471,0.88956044,3,1,1,0,0,0.82,10,0.25,0.533333333,1
sengutuvan,sengutavan d,1,0.555027706,0.7498739,0.907777778,3,1,2,1,0,0.82,6,0,0.384615385,1
devi prasad,devi prasadh p m,1,0.777708358,0.87048614,0.9375,5,1,5,1,0,0.81,11,0.2,0.642857143,1
prasath jaison jacob,prasad jaison jacob,1,0.905623735,0.69812155,0.969473684,2,1,1,1,0,0.92,13,0.5,0.65,1
shradha srinivas,sharadha srinivas s,1,0.812396179,0.86261356,0.857894737,3,1,3,1,0,0.91,14,0.25,0.631578947,1
durai nagarethinam,r durai nagarathinam,1,0.758224876,0.7995926,0.774618736,3,0,2,0,0,0.89,11,0.25,0.619047619,1
saravanan,sharavanan g,1,0.752510308,0.5606511,0.925,3,1,3,1,0,0.86,8,0,0.545454545,1
ram arvind,arvind r,1,0.880387095,0.68261683,0.766666667,6,0,2,0,0,0.89,6,0.333333333,0.4,1
suresh s,sn suresh kumar,1,0.679193872,0.39313537,0.7475,8,1,7,0,0,0.86,7,0.25,0.357142857,1
ragupathy,raghupathy v,1,0.556172663,0.68145645,0.889814815,3,1,3,1,0,0.86,6,0,0.416666667,1
ramya raju,v rama raju,1,0.63884691,0.7526278,0.831986532,3,0,1,0,0,0.86,6,0.25,0.454545455,1
thamaraiselvan,tamaraiselvan s,1,0.830994386,0.4293584,0.938571429,3,1,1,1,0,0.9,12,0,0.666666667,1
senthilkumar,sendhilkumar k,1,0.631773142,0.89329314,0.930555556,3,1,2,1,0,0.85,8,0,0.466666667,1
meenakshi sundaram,meenakshi sundharam s,1,0.829930452,0.8902297,0.971428571,3,1,3,1,0,0.92,14,0.25,0.666666667,1
sai santhosh,santhosh s,1,0.854521974,0.83226055,0.848888889,6,1,2,0,0,0.91,8,0.333333333,0.5,1
sibu varghese,shibu vargese,1,0.510478372,0.57843494,0.953846154,2,1,0,1,0,0.92,8,0,0.466666667,1
vasantha raj,vasantha r,1,0.871954165,0.80959743,0.966666667,2,1,2,1,0,0.91,10,0.333333333,0.8,1
ram prabhakar,r prabhakar,1,0.886947171,0.69834554,0.844755245,2,1,2,0,0,0.92,10,0.333333333,0.666666667,1
deepak raj,deepak r,1,0.86020076,0.707812,0.96,2,1,2,1,0,0.89,8,0.333333333,0.75,1
manikhandan,manikandan n,1,0.647408966,0.60173064,0.948484848,3,1,1,1,0,0.87,5,0,0.461538462,1
chitralekha,chitraleka r,1,0.772784169,0.7790324,0.948484848,3,1,1,1,0,0.87,9,0,0.583333333,1
ramesh prabha,ramesh raja prabhu,1,0.713520169,0.9097823,0.913675214,6,1,5,0,0,0.84,7,0.25,0.5,1
ramesh sadasivan,ramesh sadasivam d,1,0.839628096,0.84121907,0.954166667,3,1,2,1,0,0.88,15,0.25,0.764705882,1
jay ganesh,ganesh j,1,0.804369381,0.83898854,0.71547619,6,0,2,0,0,0.89,6,0.333333333,0.4,1
mitalee hazarika,h mitalee,1,0.658796917,0.70867,0.671296296,11,0,7,0,0,0.88,7,0.333333333,0.3125,1
nageswaran,nageshwaran dr,1,0.623139999,0.62488306,0.942857143,4,1,4,1,0,0.83,5,0,0.428571429,1
rosy vinita pannirselvam,r v pannirselvam,1,0.737847663,0.6032914,0.76875,8,1,8,0,0,0.86,13,0.2,0.44,1
rhajkumar,rajkumar k,1,0.571683624,0.38659656,0.906666667,3,1,1,1,0,0.84,7,0,0.5,1
uma mohanraj,uma mohenraj m,1,0.577692451,0.7720223,0.922294372,3,1,2,1,0,0.85,7,0.25,0.466666667,1
sai meenakshi,meenakshi s,1,0.878686991,0.8198974,0.762755763,6,0,2,0,0,0.92,9,0.333333333,0.538461538,1
singaravelu,singaravel g,1,0.756660404,0.7371069,0.948484848,2,1,1,1,0,0.87,10,0,0.727272727,1
vijayakumari,vijayakumar p,1,0.862420197,0.84230673,0.952564103,2,1,1,1,0,0.88,11,0,0.75,1
ramya elangovan,elangovan r,1,0.852888115,0.6706674,0.691919192,8,0,4,0,0,0.9,9,0.333333333,0.466666667,1
ashwin kumar mani,ashwin k mani,1,0.895325557,0.79701906,0.937556561,4,1,4,1,0,0.92,8,0.5,0.529411765,1
shanmugavel,m shanmugavelu,1,0.83100322,0.8449199,0.867965368,3,0,3,0,0,0.88,11,0,0.75,1
ravi raj,ravi r,1,0.792322138,0.7687051,0.95,2,1,2,0,0,0.86,6,0.333333333,0.666666667,1
s venkatesh,venkatesh sen,1,0.840206618,0.7957861,0.836829837,6,0,2,0,0,0.92,9,0.333333333,0.538461538,1
vishwanathan,viswanathan k,1,0.662029101,0.6063882,0.881021756,3,1,1,1,0,0.88,8,0,0.5,1
saravanan rajan,saravana raja r,1,0.747943798,0.85296965,0.946666667,3,1,0,1,0,0.87,8,0,0.5625,1
kalanithi,mrs kalanidhi,1,0.525569912,0.8256963,0.955555556,1,1,0,1,0,0.89,6,0,0.4,1
hemamalini,haemamalini h,1,0.673732053,0.5533595,0.870769231,3,1,3,1,0,0.87,9,0,0.583333333,1
manikandhan,manikandan p,1,0.694152961,0.7862469,0.948484848,3,1,1,1,0,0.87,8,0,0.461538462,1
raja meenakshi sundaram,meenakshi sundharam m r,1,0.770765416,0.8450254,0.726163234,10,0,0,0,0,0.87,14,0.166666667,0.5,1
karthick m,karthik mn,1,0.462641924,0.5921544,0.96,2,1,0,1,0,0.9,6,0,0.454545455,1
rajendiran,rajendran s,1,0.591901439,0.73822474,0.943636364,3,1,1,1,0,0.86,6,0,0.416666667,1
praveen,praveen kumar m,1,0.846346362,0.57185936,0.893333333,8,1,8,1,0,1,7,0.333333333,0.384615385,1
anu rajendran,rajendran a s,1,0.815831309,0.8219624,0.712820513,8,0,0,0,0,0.85,9,0.25,0.466666667,1
ramachandiran,ramachandran t,1,0.674000156,0.6580242,0.956043956,3,1,1,1,0,0.89,9,0,0.533333333,1
ravindran,ravinddran t,1,0.599855001,0.64230794,0.95,3,1,3,1,0,0.86,6,0,0.545454545,1
savitha s,sabitha s,1,0.328435526,0.7511537,0.940740741,1,1,0,1,0,0.89,6,0.333333333,0.4,1
priya selvakumar,selvakumar p,1,0.823905901,0.8375542,0.716540404,8,0,4,0,0,0.91,10,0.333333333,0.5,1
swetha naik b,swetha n b,1,0.809089818,0.8267494,0.953846154,3,1,3,0,0,0.89,8,0.5,0.461538462,1
thilagavathi,thilakavathi r,1,0.641426569,0.88540703,0.94047619,3,1,2,1,0,0.85,6,0,0.428571429,1
vijay balaji,balaji v,1,0.757661775,0.72645587,0.547222222,8,0,4,0,0,0.86,6,0.333333333,0.333333333,1
vidhyasagar,vidyasagar b,1,0.633432442,0.63284236,0.93989899,3,1,1,1,0,0.87,7,0,0.461538462,1
vijay kumar sumy,vijay s,1,0.57158163,0.67253447,0.8875,9,1,9,0,0,0.83,6,0.25,0.266666667,1
raj vikram,vikram r,1,0.866320999,0.82863116,0.766666667,6,0,2,0,0,0.89,6,0.333333333,0.4,1
ambica anbalagan,anbalagan a g,1,0.668812542,0.7016361,0.693036131,9,1,3,0,0,0.82,9,0.25,0.388888889,1
anitha raj,anitha r,1,0.843607892,0.8388232,0.96,2,1,2,1,0,0.89,8,0.333333333,0.75,1
anushya p,anushka p,1,0.525190991,0.8064327,0.955555556,1,1,0,1,0,0.89,5,0.333333333,0.4,1
arup chakraborty,chackraborty a p,1,0.545333302,0.58895546,0.666666667,10,0,0,0,0,0.81,8,0,0.333333333,1
ravi sankar,ravi shankar s,1,0.774320011,0.58285713,0.957142857,3,1,3,1,0,0.88,6,0.25,0.5,1
balamurugan ganesan,balamurugan s g,1,0.792258709,0.7582413,0.919749373,6,1,4,1,0,0.85,12,0.25,0.526315789,1
bhuvaneswari,bhuvaneshwari dgl,1,0.749823378,0.78366613,0.941176471,5,1,5,1,0,0.83,8,0,0.470588235,1
mohamed imadulla,mohammed imdadulla s,1,0.598397891,0.806649,0.9225,4,1,4,1,0,0.89,6,0,0.523809524,1
karthiekeyan,karthikeyan b,1,0.561934875,0.6676939,0.934382284,3,1,1,1,0,0.88,6,0,0.5,1
raj kumar krishnan,r krishnan,1,0.791146429,0.697554,0.746666667,8,1,8,0,0,0.89,10,0.25,0.5,1
rajendran manoj kumar,rajendran m,1,0.699008656,0.7446647,0.904761905,10,1,10,1,0,0.9,11,0.25,0.473684211,1
rajshekhar,rajsekhar dr,1,0.513104061,0.66872275,0.907777778,4,1,2,1,0,0.82,5,0,0.384615385,1
sivaganesh,shivaganesh r,1,0.795442669,0.6641757,0.930769231,3,1,3,1,0,0.87,9,0,0.583333333,1
arya ramachandran,a ramachandran,1,0.837569951,0.7571149,0.839915966,3,1,3,0,0,0.92,14,0.333333333,0.8,1
glory princy,glory p,1,0.69254728,0.7020786,0.916666667,5,1,5,1,0,0.83,7,0.333333333,0.5,1
arun prabhu,prabhu a,1,0.76312237,0.69591105,0.626515152,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
k s arravind,aravind s,1,0.58915917,0.58909845,0.685185185,7,0,3,0,0,0.86,6,0.25,0.307692308,1
baalamurugan,balamurugan m,1,0.740391029,0.6962341,0.83978244,3,1,1,1,0,0.88,10,0,0.615384615,1
chandrakant,chandrakanth k v,1,0.815576206,0.7975446,0.9375,5,1,5,1,0,0.81,11,0,0.642857143,1
dhamodharan paul,dhamodharan p,1,0.842484564,0.8199383,0.9625,3,1,3,1,0,0.92,13,0.333333333,0.769230769,1
siva chander,chander s,1,0.741602741,0.65846354,0.685185185,7,0,3,0,0,0.88,7,0.333333333,0.416666667,1
rajendran muthu,rajendran m,1,0.722479895,0.7811792,0.946666667,4,1,4,1,0,0.9,11,0.333333333,0.692307692,1
denesh narasimhan,dinesh narasimman,1,0.432244151,0.76079166,0.909411765,2,1,0,1,0,0.88,12,0,0.5,1
panneerselvam,pannerselvam d,1,0.811510447,0.72917044,0.939377289,3,1,1,1,0,0.89,8,0,0.642857143,1
geetha govindarajulu,govindrajulu g,1,0.708636501,0.78302026,0.781428571,10,1,6,0,0,0.82,6,0,0.363636364,1
mohammed imran,a imran mohammad,1,0.760032033,0.91101766,0.646428571,13,0,2,0,0,0.87,6,0.25,0.444444444,1
senthilkumari,senthilkumar p,1,0.905956857,0.9034754,0.956043956,2,1,1,1,0,0.89,12,0,0.769230769,1
sivakkumar,sivakumar d,1,0.60520033,0.5848826,0.943636364,3,1,1,1,0,0.86,5,0,0.545454545,1
sivakumar muthu,k m sivakumar,1,0.713867471,0.7891777,0.708313908,10,0,2,0,0,0.82,9,0.25,0.411764706,1
elangovan manian,elangovan m,1,0.849607477,0.77801234,0.9375,5,1,5,1,0,0.9,11,0.333333333,0.642857143,1
sethumadhavan,sethumathavan dr,1,0.690082606,0.80295235,0.916346154,4,1,3,1,0,0.83,7,0,0.470588235,1
manoj murugan,murugan m,1,0.777175211,0.76626146,0.598290598,8,1,4,0,0,0.88,7,0.333333333,0.384615385,1
pradeep kumar rai,r pradeep,1,0.730014519,0.4547077,0.661492375,12,0,8,0,0,0.88,7,0.25,0.294117647,1
anuradha raman,anuradha r,1,0.871358592,0.70743835,0.942857143,4,1,4,1,0,0.89,10,0.333333333,0.666666667,1
raghupathi,l raghupathy,1,0.816921957,0.7419433,0.883333333,3,0,2,0,0,0.82,9,0,0.636363636,1
rajesh sankara iyer,rajesh shanker iyer,1,0.732745961,0.75941,0.934365325,3,1,0,1,0,0.89,8,0.5,0.416666667,1
raja singh,raj b singh,1,0.71399554,0.86101943,0.934242424,2,1,1,0,0,0.86,6,0.25,0.416666667,1
rohit bag,rohit b,1,0.738111907,0.7246574,0.955555556,2,1,2,0,0,0.88,7,0.333333333,0.714285714,1
muthu saravanan,saravanan m v,1,0.697105347,0.74773145,0.645299145,10,0,2,0,0,0.82,9,0.25,0.411764706,1
mani shanthi,shanthi m,1,0.811509044,0.74854034,0.726851852,7,0,3,0,0,0.88,7,0.333333333,0.416666667,1
