name1,name2,is_match,cosine_sim,sbert_sim,jaro_sim,levenshtein,first_letter_match,len_diff,soundex_match,metaphone_match,token_set_ratio,lcs,jaccard,ngram_overlap,predicted_match
sahoo abhay kumar,abhaya kumar ojha,0,0.402139664,0.7391168,0.739495798,12,0,0,0,0,0.76,6,0.2,0.304347826,0
subrajit mishra,ranjit mishra,0,0.560490887,0.6390701,0.907692308,4,0,2,0,0,0.86,10,0.333333333,0.5,0
jaydeep mondal,dipayan mondal,0,0.38078662,0.47460184,0.735930736,7,0,0,0,0,0.64,7,0.333333333,0.263157895,0
madhusudan v desai,m v desai,0,0.565688174,0.6380021,0.544444444,9,1,9,0,0,0.88,8,0.5,0.352941176,0
chirumamilla lakshmi sravani,ch laxmi sravani,0,0.418214614,0.49729693,0.770634921,13,1,12,0,0,0.68,10,0.2,0.290322581,0
sravani mekala sravani,ch laxmi sravani,0,0.6005941,0.6081574,0.672931235,12,0,6,0,0,0.67,8,0.25,0.260869565,0
abhishek jain,abhisek gut,0,0.364298963,0.5785177,0.868531469,5,1,2,1,0,0.67,5,0,0.25,0
keduovinuo k keditsu,sede keditsu,0,0.549599125,0.6784296,0.611111111,10,0,8,0,0,0.74,8,0.25,0.285714286,0
drramya christy,ramyacristy a,0,0.458132619,0.29432678,0.768803419,6,0,2,0,0,0.43,5,0,0.333333333,0
shine bhargavan,b shine,0,0.586926246,0.7243681,0.679365079,12,0,8,0,0,0.83,5,0.333333333,0.2,0
purnendu bhowmik,nabarun bhowmik,0,0.515781301,0.58896744,0.766666667,8,0,1,0,0,0.65,8,0.333333333,0.285714286,0
prasad pujari,b d pujari,0,0.788079021,0.7221825,0.680128205,5,0,3,0,0,0.75,8,0.25,0.461538462,0
kanchan bagadia,sachin bagdiya,0,0.164753447,0.4488523,0.688167388,5,0,1,0,0,0.76,5,0,0.136363636,0
suresh babu,n suresh,0,0.670987389,0.455796,0.765151515,7,0,3,0,0,0.86,6,0.333333333,0.363636364,1
bhagwan pundge,sachin bagdiya,0,0.022008368,0.35930455,0.523809524,11,0,0,0,0,0.43,2,0,0,0
psuresh babu,n suresh,0,0.452557561,0.22402795,0.75,7,0,4,0,0,0.7,6,0,0.333333333,0
praneeth raj patel,g pranitha,0,0.203699445,0.4091228,0.623148148,13,0,8,0,0,0.57,4,0,0.090909091,0
pratik keshari,r s keshari,0,0.662047526,0.67728025,0.672198172,5,0,3,0,0,0.78,8,0.25,0.4,0
rama krishna,d ramakrishna,0,0.705205938,0.64291584,0.918803419,3,0,1,0,0,0.56,7,0,0.5,0
khwaja nasim ahmad surgeon doctor in katihar,alavama naseem,0,0.073583087,0.3375312,0.587662338,36,0,30,0,0,0.31,5,0,0.058823529,0
bb agarwal,brighu x,0,0.011473472,0.28715003,0.447222222,8,1,2,0,0,0.22,1,0,0,0
ketan marker,ketan sutarkar,0,0.491064142,0.5603607,0.90952381,4,1,2,0,0,0.77,6,0.333333333,0.294117647,0
spsingh,sumer singh,0,0.245019814,0.19938749,0.820779221,5,1,4,0,0,0.56,5,0,0.272727273,0
suresh babu d,sudershan babu k g,0,0.394702598,0.620018,0.846153846,7,1,5,0,0,0.71,6,0.166666667,0.173913043,0
brij b agarwal,brighu x,0,0.223258862,0.32032144,0.594047619,10,1,6,0,0,0.27,3,0,0.058823529,0
kvenkata subramanian,venkatalakshmi aishwarya a,0,0.216480579,0.395522,0.680128205,16,0,6,0,0,0.43,7,0,0.135135135,0
kaushik baruah,i c baruah,0,0.678115985,0.62975156,0.66547619,7,0,4,0,0,0.75,7,0.25,0.333333333,0
r venkatasubramanian,venkatalakshmi aishwarya a,0,0.265053909,0.6711158,0.674725275,17,0,6,0,0,0.52,7,0,0.135135135,0
anandan thampi k g,k g ananthan,0,0.364193421,0.550732,0.601851852,13,0,6,0,0,0.73,4,0.4,0.181818182,0
anwer md majid,majid anwar,0,0.605498703,0.52293205,0.5995671,12,0,3,0,0,0.8,5,0.25,0.235294118,0
ramasare upadh,r s upadhyay,0,0.413484512,0.5797898,0.649470899,9,1,2,0,0,0.62,6,0,0.222222222,0
sanjay sharma,vidhyasagar sharma,0,0.31342583,0.7120943,0.667573168,9,0,5,0,0,0.65,7,0.333333333,0.227272727,0
r k sood,nikhil sood,0,0.662583998,0.5758968,0.765151515,5,0,3,0,0,0.67,5,0.25,0.25,0
yogendra kumar,yogendra x,0,0.855436233,0.52560604,0.908571429,5,1,4,1,0,0.89,9,0.333333333,0.538461538,0
pritam pathare,pritam rele,0,0.558419479,0.6455563,0.892207792,6,1,3,1,0,0.72,7,0.333333333,0.3125,0
shamsher,vikas chauhan,0,0.011517677,0.26287413,0.424145299,10,0,5,0,0,0.29,2,0,0,0
satish c,v satiesh,0,0.332536317,0.5777887,0.805555556,5,0,1,0,0,0.71,4,0,0.181818182,0
raghunath nayak,r k nayak,0,0.563210908,0.60776186,0.73047619,8,1,6,0,0,0.71,6,0.25,0.25,0
vandana soni,soni pal,0,0.514618629,0.6263542,0.430555556,10,0,4,0,0,0.67,4,0.333333333,0.142857143,0
vijay anand,m anand,0,0.646601881,0.72377497,0.68975469,5,0,4,0,0,0.83,6,0.333333333,0.4,0
deepa tayal,deepa k veil,0,0.395068764,0.6085056,0.843939394,5,1,1,0,0,0.62,6,0.25,0.266666667,0
pk verma,prerna verma,0,0.489437165,0.5371076,0.676587302,5,1,4,0,0,0.77,6,0.333333333,0.333333333,0
v k jain,v k joglekar,0,0.143449093,0.6015067,0.85,7,1,4,0,0,0.6,5,0.5,0.230769231,0
ashish anand,m anand,0,0.645273201,0.7631954,0.674603175,6,0,5,0,0,0.83,6,0.333333333,0.363636364,1
hari om gupta,amber gupta,0,0.391446116,0.6215451,0.7997928,6,0,2,0,0,0.67,6,0.25,0.25,0
shahnaz fatima miss,shenaz fathima,0,0.420869136,0.3694552,0.794177752,8,1,5,1,0,0.73,7,0,0.260869565,0
safinaz fatima,shenaz fathima,0,0.402177,0.30488575,0.735064935,4,1,0,0,0,0.79,7,0,0.333333333,0
kihoto achumi,kito sumo,0,0.138278196,0.42063737,0.767806268,6,1,4,1,0,0.36,3,0,0.058823529,0
venkatesh alagarsamy,alagarsamy a,0,0.771819404,0.7094165,0.549206349,12,0,8,0,0,0.91,10,0.333333333,0.4,1
kito yeputhomi,kito sumo,0,0.390076786,0.6761587,0.867063492,7,1,5,0,0,0.62,5,0.333333333,0.1875,0
deepak g,granchi g,0,0.09362649,0.49762973,0.569444444,7,0,1,0,0,0.35,2,0.333333333,0,0
sushil kumar jain,g c jain,0,0.45602486,0.7361326,0.406045752,11,0,9,0,0,0.67,5,0.2,0.166666667,0
praveen g,granchi g,0,0.099790267,0.3543117,0.703703704,5,0,0,0,0,0.56,2,0.333333333,0,0
shukla bibhuti kumar,g m shukla,0,0.550764435,0.57281756,0.54047619,15,0,10,0,0,0.75,6,0.2,0.181818182,0
manjulkanta padhan,manjula kanta pradhan,0,0.655615772,0.6398511,0.915873016,3,1,3,1,0,0.72,7,0,0.52173913,0
sharadkumar mangaldas patel,sharad kumar,0,0.367246182,0.62587225,0.838888889,17,1,15,1,0,0.46,6,0,0.25,0
vinay h g,granchi g,0,0.09768347,0.3919107,0.57037037,6,0,0,0,0,0.44,2,0.25,0,0
sn anwar sahab ranchi jharkhand,anwar saheb,0,0.351032625,0.6158813,0.677223851,21,0,20,0,0,0.62,9,0.166666667,0.225806452,0
ashok g n,anderson g a,0,0.099660688,0.43059427,0.691798942,7,1,3,0,0,0.57,3,0.2,0.0625,0
vakamudi keerthika,prakash vakamudi,0,0.634406428,0.67119235,0.638888889,14,0,2,0,0,0.71,8,0.333333333,0.260869565,0
gchandrasekar,c chandrasekar,0,0.700271754,0.5792302,0.926739927,2,0,1,0,0,0.89,12,0,0.769230769,0
srikanth reddy,s srikanth,0,0.779914582,0.646158,0.811428571,8,1,4,0,0,0.89,8,0.333333333,0.428571429,1
shahid banday,shahid pandit,0,0.53339126,0.56730163,0.907692308,3,1,0,1,0,0.77,7,0.333333333,0.375,0
ajankar pallavi gajananrao,pallavi ag,0,0.470877032,0.6593755,0.661538462,17,0,16,0,0,0.82,8,0.25,0.25,0
g govind,govindh x,0,0.677418692,0.6456507,0.825,5,1,1,0,0,0.71,6,0,0.444444444,0
bhupendra jamaiwar,b santoshi,0,0.009030307,0.40854424,0.533333333,15,1,8,0,0,0.29,1,0,0,0
sarkar gobinda lal,pk sarkar,0,0.439114137,0.65666515,0.579365079,14,0,9,0,0,0.8,6,0.25,0.210526316,0
veerabhadra gowd,veer bhadre,0,0.437513801,0.42867148,0.866818182,7,1,5,1,0,0.44,5,0,0.277777778,0
tschandrasekar,c chandrasekar,0,0.643604392,0.56049305,0.904761905,2,0,0,0,0,0.86,12,0,0.714285714,0
nprathyusha,pratyusha kumari,0,0.362761403,0.34034365,0.719486532,9,0,5,0,0,0.67,5,0,0.277777778,0
rviswanatha reddy,vishwanath redyy r,0,0.328561742,0.38300717,0.795673825,6,0,1,0,0,0.8,6,0,0.291666667,0
veerbhadra v mallad,veer bhadre,0,0.42154232,0.48137608,0.82708134,11,1,8,1,0,0.47,5,0,0.238095238,0
ganga shanker,v ganga shankar,1,0.705481511,0.5693223,0.824358974,3,0,2,0,0,0.86,11,0.25,0.6,1
s rahman,s ali,0,0.070298417,0.47410452,0.658333333,5,1,3,0,0,0.46,2,0.333333333,0,0
visakh varma,vishak varma,0,0.540657396,0.6407305,0.980555556,2,1,0,1,0,0.92,6,0.333333333,0.333333333,0
sureshkumar kondoju,b santoshi,0,0.007983772,0.36665803,0.454385965,16,0,9,0,0,0.28,2,0,0,0
kiran kumar kanar,rajan kumar behera,0,0.215161805,0.6378527,0.700770907,8,0,1,0,0,0.63,9,0.2,0.291666667,0
prasoon kant shamshery,prasoon x,0,0.565915022,0.46011624,0.850505051,14,1,13,1,0,0.88,8,0.25,0.285714286,0
prasoon kant shahery,prasoon x,0,0.612363728,0.42479128,0.857777778,12,1,11,1,0,0.88,8,0.25,0.315789474,0
ongcham shyam,s k shyam,0,0.522131647,0.6202447,0.542735043,7,0,4,0,0,0.71,6,0.25,0.285714286,0
lakin vira,lakim veera,0,0.347560918,0.5111261,0.905454545,3,1,1,1,0,0.76,4,0,0.133333333,0
nsenguttuvan,senguthavan v,0,0.415674562,0.3586055,0.74002849,5,0,1,0,0,0.72,6,0,0.3125,0
powar akshata prakash,akshata x,0,0.567773524,0.55902326,0.631613757,13,0,12,0,0,0.88,8,0.25,0.3,0
senguttuvan kathirvel,senguthavan v,0,0.411022421,0.5454909,0.893040293,10,1,8,1,0,0.53,6,0,0.25,0
g chakraborty,subhrojyoti chakraborty,0,0.599937133,0.69416505,0.648272018,11,0,10,0,0,0.92,12,0.333333333,0.454545455,0
mukesh kumar vijay,mukesh bijoy,0,0.499109845,0.49562138,0.877777778,8,1,6,0,0,0.67,7,0.25,0.238095238,0
abhishek bhartia,bharti maravi,0,0.364625213,0.5619017,0.67752849,11,0,3,0,0,0.48,6,0,0.19047619,0
tusar misra,t r mishra,0,0.2211977,0.53054094,0.783181818,4,1,1,0,0,0.67,5,0,0.214285714,0
bhagabat purusottam dandpat,b p dandpat,0,0.55445619,0.587561,0.478114478,16,1,16,0,0,0.78,8,0.2,0.214285714,0
harischandra mishra,t r mishra,0,0.501433044,0.655714,0.471929825,11,0,9,0,0,0.75,7,0.25,0.25,0
mishra susant,t r mishra,0,0.607453049,0.71447545,0.603296703,10,0,3,0,0,0.75,6,0.25,0.266666667,0
swati pondkule,bharat pondkule,0,0.771592532,0.6263134,0.83968254,5,0,1,0,0,0.76,9,0.333333333,0.388888889,0
sahu ramanarayan,ram narayan sahu,0,0.831158253,0.54693,0.722222222,11,0,0,0,0,0.75,7,0.25,0.4,0
ravindra kumar,priyesh kumar,0,0.211429386,0.6589961,0.603937729,7,0,1,0,0,0.59,6,0.333333333,0.210526316,0
vijay deshmukh,p a deshmukh,0,0.812014292,0.631901,0.815873016,4,0,2,0,0,0.8,9,0.25,0.466666667,0
mainak pal,ronmita pal,0,0.196173954,0.45821416,0.800757576,6,0,1,0,0,0.67,4,0.333333333,0.133333333,0
giridharan shanmugam,sharan gs srm,0,0.229275714,0.4158338,0.623076923,13,0,7,0,0,0.55,6,0,0.208333333,0
surendra kumar chawla,s r chawla,0,0.684089686,0.5459648,0.512698413,11,1,11,0,0,0.75,8,0.2,0.285714286,0
rajesh boini,a rakesh,0,0.130207656,0.20121083,0.583333333,9,0,4,0,0,0.6,3,0,0.066666667,0
abhijit thakur,h s thakur,0,0.609699169,0.7542164,0.707142857,6,0,4,0,0,0.75,7,0.25,0.333333333,0
ketan pandya,j h pandya,0,0.6376714,0.66240096,0.618253968,5,0,2,0,0,0.75,7,0.25,0.384615385,0
ajay guttedar,ayejaj,0,0.039200585,0.39496064,0.574786325,9,1,7,0,0,0.42,2,0,0,0
vijay s pandey,s d pandey,0,0.735891981,0.6069027,0.699470899,6,0,4,0,0,0.89,7,0.5,0.333333333,1
umesh chandra sinha,u c sinha,0,0.565267551,0.43796435,0.572542467,10,1,10,0,0,0.71,6,0.2,0.2,0
bishnu kumar deka,vishnu kr deka,0,0.727534223,0.61180043,0.820836027,4,0,3,0,0,0.65,7,0.2,0.5,0
prafull,prafull j patel,0,0.836741645,0.6440737,0.893333333,8,1,8,1,0,1,7,0.333333333,0.384615385,1
rajesh daniel,danial,0,0.285791934,0.44414383,0.495726496,8,0,7,0,0,0.53,4,0,0.153846154,0
ajay ture,ayejaj,0,0.052371143,0.39568937,0.62037037,7,1,3,0,0,0.4,2,0,0,0
sravan kumar,satyanand kalla,0,0.021373713,0.4463087,0.635714286,9,1,3,0,0,0.52,2,0,0,0
bhupinder kumar bansal,mela ram bansal,0,0.355026815,0.612472,0.670707071,13,0,7,0,0,0.57,7,0.2,0.178571429,0
vishal yadav,vishal ratan,0,0.501299283,0.6112795,0.9,3,1,0,0,0,0.75,7,0.333333333,0.333333333,0
mo daniel,danial,0,0.312397069,0.41370583,0.796296296,4,0,3,0,0,0.67,4,0,0.222222222,0
pavithra thamizharasan,pavithra gs srm,0,0.482296318,0.4238376,0.852424242,12,1,7,1,0,0.7,9,0.25,0.269230769,0
devadas garikipati,devadass c,0,0.475338366,0.47638002,0.848888889,11,1,8,1,0,0.5,7,0,0.263157895,0
vaghelamrs rachana venrajsinh,navinchandra vaghela,0,0.340654754,0.49142814,0.65520622,22,0,9,0,0,0.57,7,0,0.216216216,0
g ramesh babu,ramesh reddy,0,0.483541228,0.6642605,0.564407814,7,0,1,0,0,0.67,7,0.25,0.3125,0
devaji rao s,devadass c,0,0.259590569,0.3283301,0.828095238,7,1,2,0,0,0.55,4,0,0.125,0
nidhin skariah,nidhin zachariah,0,0.660289656,0.64230597,0.888095238,4,1,2,1,0,0.8,7,0.333333333,0.444444444,0
vishal panshewdikar,vishal ratan,0,0.325731881,0.635512,0.851929825,10,1,7,0,0,0.67,7,0.333333333,0.227272727,0
s g prasadi,prajyot apne,0,0.078108338,0.28595087,0.49040404,11,0,1,0,0,0.35,3,0,0.055555556,0
niraj b singh,v k singh,0,0.52935009,0.67197573,0.724460724,6,0,4,0,0,0.71,6,0.2,0.285714286,0
sitaram prasad singh,dinanath prasad,0,0.305314365,0.65896046,0.700505051,11,0,5,0,0,0.63,7,0.25,0.192307692,0
kishor wankhede,v a ukrade,0,0.052347158,0.12186485,0.5,11,0,5,0,0,0.4,2,0,0,0
budhwani miss monica,k s budhwani,0,0.659791299,0.56249225,0.611111111,16,0,8,0,0,0.8,8,0.2,0.272727273,0
gajanan vyawahare,v a ukrade,0,0.020589934,0.22350611,0.461764706,13,0,7,0,0,0.3,1,0,0,0
arun kumar krishnasamy,v k arunkumar,0,0.343092835,0.5781452,0.656177156,17,0,9,0,0,0.51,5,0,0.192307692,0
palash mallick,olivia mallick,0,0.51575996,0.5420168,0.742857143,6,0,0,0,0,0.71,8,0.333333333,0.333333333,0
waseem alam,m s alam,0,0.52636925,0.6709087,0.654040404,5,0,3,0,0,0.67,5,0.25,0.25,0
t v aditya chowdary,aditya ajha,0,0.458184253,0.5524627,0.652844232,11,0,8,0,0,0.71,7,0.2,0.238095238,0
pradeep kumar rath,p ratha,0,0.370575581,0.6885253,0.597354497,13,1,11,0,0,0.48,5,0,0.166666667,0
dranant balirampant bijwe,anant bijwe,0,0.668776625,0.6428678,0.682424242,14,0,14,0,0,0.62,9,0.25,0.45,0
sunil varma,v k verma,0,0.213773853,0.35467625,0.603367003,6,0,2,0,0,0.5,3,0,0.066666667,0
k shanmugam,shanmul dr,0,0.435841491,0.551895,0.715151515,6,0,1,0,0,0.67,6,0,0.307692308,0
arun kumar,v k arunkumar,0,0.585610546,0.62682015,0.823076923,5,0,3,0,0,0.78,5,0,0.357142857,1
pravin bijwe,anant bijwe,0,0.72066445,0.6967931,0.714646465,5,0,1,0,0,0.7,6,0.333333333,0.266666667,0
waseem mohammed alam,m s alam,0,0.425960591,0.5677893,0.516666667,13,0,12,0,0,0.67,5,0.2,0.142857143,0
muralidhar s kathalagiri,murli dhar saini,0,0.18788814,0.3989841,0.866805556,11,1,8,1,0,0.55,6,0,0.161290323,0
kandukuri varun kumar,k varun deep,0,0.385343365,0.5581878,0.578042328,13,1,9,0,0,0.59,7,0.2,0.208333333,0
jiten chowdhry,hiten choudhary,0,0.383422975,0.34266144,0.885714286,3,0,1,0,0,0.83,8,0,0.315789474,1
ak mittal,h k mital,0,0.49780556,0.58053386,0.804232804,3,0,0,0,0,0.78,5,0,0.4,0
krishna prabakar,prabhakar krishn,1,0.58081108,0.59535754,0.65,13,0,0,0,0,0.94,6,0,0.4,1
mohammad shoaib,shoaib x,0,0.724691664,0.577543,0.505555556,11,0,7,0,0,0.86,6,0.333333333,0.266666667,0
shweta kaul jha,shweta vaskale,0,0.482219405,0.61740404,0.867445887,7,1,1,0,0,0.76,7,0.25,0.25,0
murali,jayaraman murali,1,0.676520872,0.7257856,0.451388889,10,0,10,0,0,1,6,0.5,0.285714286,1
kumar gaurav mishra,k gaurav,0,0.685510781,0.6206087,0.751315789,11,1,11,0,0,0.86,7,0.25,0.277777778,1
dharmendra pal singh,d p singh tomar,0,0.267588981,0.6378339,0.572222222,17,1,5,0,0,0.57,6,0.166666667,0.148148148,0
sunit kumar singh,s negi,0,0.010567743,0.32351494,0.550653595,14,1,11,0,0,0.35,1,0,0,0
viswa charan kakarla,k v charan,0,0.393355834,0.561933,0.709259259,13,0,10,0,0,0.75,7,0.2,0.238095238,0
akhilesh kumar,akhilesh meena,0,0.728275896,0.6499451,0.914285714,5,1,0,1,0,0.79,9,0.333333333,0.411764706,0
kv chalapati rao,k v charan,0,0.158227056,0.3934792,0.683333333,9,1,6,0,0,0.54,5,0,0.157894737,0
khalid noman,zeeshan khalid,0,0.484766603,0.6803645,0.524603175,13,0,2,0,0,0.69,6,0.333333333,0.222222222,0
firoz khan,feroz a khan,0,0.521338777,0.6393839,0.861666667,3,1,2,1,0,0.82,5,0.25,0.384615385,1
choyal gopal singh,g s choyal,0,0.690838548,0.6504861,0.581481481,15,0,8,0,0,0.75,6,0.2,0.210526316,0
vishal gaikwad,ganesh gayakwad,0,0.333970998,0.63687706,0.693650794,8,0,1,0,0,0.41,4,0,0.136363636,0
mayuri mane,mayuri dave,0,0.680509972,0.6042138,0.927272727,2,1,0,0,0,0.82,7,0.333333333,0.384615385,0
naba j borah,j boro,0,0.316284246,0.55087364,0.683333333,7,0,6,0,0,0.56,5,0.25,0.272727273,0
manasa chinthalapati,manasa dr,0,0.425259351,0.57426155,0.825555556,13,1,11,0,0,0.8,7,0.333333333,0.25,0
gopal singh choyal,g s choyal,0,0.690838548,0.63862497,0.746666667,8,1,8,0,0,0.75,7,0.2,0.263157895,0
firoz khandhadia,feroz a khan,0,0.382677139,0.52038,0.7775,8,1,4,1,0,0.64,5,0,0.263157895,0
dkumar mrigank singh,mrigank kumar thakur,0,0.639725357,0.75860435,0.7,18,0,0,0,0,0.75,8,0.2,0.384615385,0
bhabani sankar sahoo,bs sahoo,0,0.524224264,0.6227825,0.491666667,12,1,12,0,0,0.77,6,0.25,0.210526316,0
sangram keshari sahoo,bs sahoo,0,0.488589078,0.5499701,0.554365079,14,0,13,0,0,0.77,6,0.25,0.19047619,0
yelamanchili prashanthi,yelamanchali x,0,0.612671595,0.5959343,0.883373149,11,1,9,1,0,0.65,9,0,0.32,0
subhajit malakar,subhjeet k,0,0.192936841,0.61842215,0.86,9,1,6,1,0,0.62,4,0,0.1,0
d k pal,rk pal,0,0.602907413,0.7107426,0.782539683,2,0,1,0,0,0.77,5,0.25,0.5,0
r jai vinod kumar,vinodh d,0,0.475264869,0.46079114,0.589869281,12,0,9,0,0,0.48,5,0,0.166666667,0
bipin kumar bhatia,babita kumari,0,0.163695666,0.73138696,0.641595442,10,1,5,0,0,0.65,6,0,0.173913043,0
g v subbareddy,d j r reddy,0,0.394709209,0.1787003,0.712121212,7,0,3,0,0,0.48,5,0,0.166666667,0
muneer ahmed mulla,minaz mulla,0,0.422051417,0.5854009,0.698653199,9,1,7,0,0,0.62,6,0.25,0.19047619,0
satish kumar gs,g s satish,0,0.66265258,0.54097235,0.611111111,12,0,5,0,0,0.75,6,0.2,0.235294118,0
deva kumar borgohain,deba kumar choudhury,0,0.137220673,0.53418255,0.657142857,9,1,0,1,0,0.6,8,0.2,0.2,0
rajesh barasia,r brajabashi,0,0.085348947,0.40882418,0.801623377,10,1,2,0,0,0.54,3,0,0.047619048,0
sudheer unnikrishnan,sudheer u d,0,0.546170456,0.6228181,0.853636364,11,1,9,0,0,0.78,9,0.25,0.35,0
c vanlalhlua,vanlalremsiama,0,0.332019181,0.59640425,0.694444444,9,0,2,0,0,0.54,6,0,0.222222222,0
ajay kumar,v kumar,0,0.532411717,0.703058,0.707936508,4,0,3,0,0,0.83,6,0.333333333,0.444444444,0
ravindra b dhaded,m s dhadave,0,0.260751408,0.4885487,0.671420083,12,0,6,0,0,0.43,5,0,0.142857143,0
niraj b singh,davneet singh,0,0.277895696,0.7366155,0.701923077,7,0,0,0,0,0.56,6,0.25,0.222222222,0
mahendra singh,p k shrivastav,0,0.00465446,0.42271844,0.452380952,13,0,0,0,0,0.29,2,0,0,0
manan gogia,p k shrivastav,0,0,0.26395968,0.466450216,13,0,3,0,0,0.24,1,0,0,0
mriganka sekhar sharma,mrigang shekhar,0,0.629286924,0.6261555,0.871082251,10,1,7,1,0,0.7,6,0,0.333333333,0
v k jain,v k mujral,0,0.126057622,0.5675622,0.87,5,1,2,0,0,0.67,4,0.5,0.166666667,0
n navya teza,juicy mahanta,0,0.005525519,0.18895815,0.598290598,11,0,1,0,0,0.4,1,0,0,0
vs chauhan,b s chauhan,0,0.738978223,0.63863385,0.869023569,2,0,1,0,0,0.86,9,0.25,0.7,0
hemendra singh,shardul singh,0,0.258418777,0.735142,0.727838828,7,0,1,0,0,0.59,6,0.333333333,0.210526316,0
drhk sah,h k sah,0,0.431466348,0.6626594,0.813492063,3,0,1,0,0,0.8,5,0.25,0.375,0
g santhi vardhani,shanthi vardini,0,0.527722276,0.4408068,0.800201106,5,0,2,0,0,0.81,10,0,0.473684211,1
javed ahmed,javaid ahmad,0,0.337753886,0.6482876,0.873316498,3,1,1,1,1,0.78,5,0,0.266666667,0
madhu sudan modi,b madhu sudhan,0,0.555063326,0.50222015,0.702380952,8,0,2,0,0,0.8,9,0.2,0.368421053,0
k sravan kumar,shravan kumar malviya,0,0.411688908,0.7068783,0.695360195,11,0,7,0,0,0.74,11,0.2,0.409090909,0
asheesh sharma,lt col d j sharma,0,0.321816996,0.59907705,0.589635854,10,0,3,0,0,0.6,7,0.166666667,0.227272727,0
subash chandra das,subas das,0,0.715992829,0.6238446,0.841666667,9,1,9,0,0,0.67,5,0.25,0.277777778,0
saima chogale,saima ahmad,0,0.46881426,0.52358025,0.843531469,5,1,2,0,0,0.67,6,0.333333333,0.25,0
bratati bandyopadhyay,bratati banerjee,0,0.497883671,0.6221271,0.842261905,10,1,5,1,0,0.61,11,0.333333333,0.375,0
nema purushottam,p nema,0,0.504146793,0.61445594,0.625,14,0,10,0,0,0.8,4,0.333333333,0.125,0
drashok d kaulgud,ashok d koulgud,0,0.65202871,0.63306737,0.752287582,3,0,2,0,0,0.88,9,0.2,0.555555556,1
sunetra khatu,prasad khatu,0,0.490020188,0.48753375,0.777065527,7,0,1,0,0,0.64,6,0.333333333,0.235294118,0
nilotpal chakma,nilutpal de,0,0.312594973,0.37150028,0.827474747,7,1,4,1,0,0.62,5,0,0.222222222,0
yeganathan r,r yehanathan,0,0.452876871,0.620414,0.759259259,5,0,0,0,0,0.92,7,0.333333333,0.357142857,1
ajay katoch,y c katoch,0,0.82745778,0.60491455,0.759090909,4,0,1,0,0,0.76,7,0.25,0.416666667,0
rajavel kannaiyan,r yehanathan,0,0.039335381,0.2522388,0.629084967,10,1,5,0,0,0.34,2,0,0,0
katoch jyoti,y c katoch,0,0.726077077,0.68708694,0.618253968,10,0,2,0,0,0.75,6,0.25,0.285714286,0
shamim ahmad khan,huma shamim,0,0.542737805,0.5409538,0.699108734,12,0,6,0,0,0.71,6,0.25,0.2,0
narendra nikam,nalina v,0,0.076944985,0.3852188,0.660714286,9,1,6,0,0,0.45,2,0,0,0
suman pusala,k m v s suman,0,0.46818623,0.5723198,0.467094017,9,0,1,0,0,0.59,5,0.166666667,0.166666667,0
harsh vardhan,harshwardhan x,0,0.649567894,0.51381195,0.926373626,4,1,1,0,0,0.81,6,0,0.4375,1
akshaya kumar panda,akshay b r,0,0.550189028,0.61943805,0.85251462,11,1,9,0,0,0.55,6,0,0.19047619,0
rajendra sonavane,meenakshi sonavane,0,0.567997225,0.7253717,0.679738562,8,0,1,0,0,0.69,9,0.333333333,0.291666667,0
prasant suman,p k soman,0,0.145285312,0.33241352,0.598290598,7,1,4,0,0,0.55,3,0,0.058823529,0
mubeen mohammad,abdul mubeen,0,0.568312244,0.70589674,0.588095238,12,0,3,0,0,0.67,6,0.333333333,0.210526316,0
mohammad abdul saleem,saleem dr,0,0.505601773,0.50084805,0.378306878,18,0,12,0,0,0.8,6,0.25,0.181818182,0
vinod kumar maurya,b n maurya,0,0.668170749,0.6799031,0.688888889,10,0,8,0,0,0.75,7,0.2,0.263157895,0
saleem jahangir,saleem dr,0,0.57018966,0.62132776,0.884444444,7,1,6,0,0,0.8,7,0.333333333,0.333333333,0
s sadasivam,sadiq sahufars,0,0.121861864,0.541361,0.641233766,11,1,3,0,0,0.48,3,0,0.105263158,0
jayant maurya,b n maurya,0,0.732559544,0.6681817,0.680128205,5,0,3,0,0,0.75,7,0.25,0.357142857,0
rahmanmdshahanur,h rohman,0,0.114160544,0.5088806,0.597222222,12,0,8,0,0,0.42,4,0,0.111111111,0
d subba rao,a v subba,0,0.730358079,0.40093425,0.709475709,7,0,2,0,0,0.71,6,0.2,0.333333333,0
ajit jafa,ajit fozal,0,0.298763479,0.4875884,0.866984127,4,1,1,0,0,0.74,5,0.333333333,0.25,0
manas ranjan behera,m k behera,0,0.698100938,0.59876776,0.521052632,10,1,9,0,0,0.75,7,0.2,0.25,0
arun phophalia,ajit fozal,0,0.010070316,0.12071115,0.619047619,9,1,4,0,0,0.42,2,0,0,0
akurathi venkatasubbarao,a v subba,0,0.313321468,0.06696822,0.527777778,16,1,15,0,0,0.42,5,0,0.115384615,0
charles mano sylus,charles a,0,0.594222128,0.5267932,0.9,9,1,9,1,0,0.88,8,0.25,0.352941176,0
ravikiran vutha,ravi kiran,0,0.474263832,0.5534523,0.873333333,7,1,5,1,0,0.56,5,0,0.3125,0
parthasarathy g,paradhasaradhi s,0,0.313395415,0.17197905,0.801224747,5,1,1,1,0,0.65,6,0,0.263157895,0
